ID|NUM| MARSHRUT| RASPIS| ST1| ST2| V_PUTI| FIRM_NAME| WAGON| ROUTE_LINK
1811|76  | Київ Кіровоград | з 27/03/2016 щоденно; відмінено 4-22/04/2016 | 22000 | 23410 | 7:10 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1811&by_id=1
1812|962  | Кіровоград Київ | з 26/03/2016 щоденно; відмінено 5-23/04/2016 | 23410 | 22000 | 6:02 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1812&by_id=1
1815|53  | С.петербург Дніпропетровськ | 28/03-30/05/2016 по парних , при двох непарних 28,30,2,4 | 20103 | 22700 | 36:57 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1815&by_id=1
1816|11  | Дніпропетровськ С.петербург | 27/03-29/05/2016 по непарних, при двох непарних 27,29,1 | 22700 | 20103 | 33:47 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1816&by_id=1
1827|73  | Москва Івано-Франківськ | з 27/03/2016 щоденно, крім 4-20/04/2016 | 20007 | 23000 | 26:50 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1827&by_id=1
1828|607  | Івано-Франківськ Москва | з 27/03/2016 щоденно, крім 4-28/04/2016 | 23000 | 20007 | 31:14 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1828&by_id=1
1829|73  | Москва Чернівці | з 27/03/2016 щоденно, крім 4-20/04/2016 | 20007 | 23500 | 31:07 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1829&by_id=1
1830|608  | Чернівці Москва | з 27/03/2016 щоденно, крім 4-28/04/2016 | 23500 | 20007 | 34:09 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1830&by_id=1
1834|283 | Одеса Барановичі | 29/03-29/05, 5/10-9/12/2016 по 5,9,13,17,21,25,29 числах кожного місяця, крім 13,17/04/2016 | 23600 | 21010 | 25:07 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1834&by_id=1
1837|771  | Київ Прага | 27/03-8/12/2016 щоденно, крім 5-21/04/2016 | 22000 | 2120 | 33:27 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1837&by_id=1
1839|771  | Київ Братислава | 27/03-7/12/2016 щоденно, крім четвергів і п"ятниць та 5-21/04/2016, 27/08/2016 | 22000 | 2176 | 31:13 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1839&by_id=1
1840|801  | Братислава Київ | 29/03-9/12/2016 щоденно, крім субот і неділь та 5-21/04/2016, 29/08/2016 | 2176 | 22000 | 30:54 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1840&by_id=1
1841|443  | Прага Київ | 26/03-10/12/2016 щоденно, крім 5-21/04/2016 | 2120 | 22000 | 31:34 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1841&by_id=1
1844|81  | Київ Будапешт | 27/03-8/12/2016 щоденно, крім 5-21/04/2016 | 22000 | 8030 | 23:15 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1844&by_id=1
1845|34  | Будапешт Київ | 27/03-10/12/2016 щоденно, крім 5-21/04/2016 | 8030 | 22000 | 23:20 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1845&by_id=1
1848|284 | Барановичі Одеса | 4/04-28/05, 4/10-8/12/2016 по 4,8,12,16,20,24,28 числах кожного місяця, крім 12,20/04/2016 | 21010 | 23600 | 25:05 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1848&by_id=1
1851|778  | Шостка Хмельницький | з 27/03/2016 щоденно | 22016 | 22300 | 9:44 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1851&by_id=1
1852|772  | Хмельницький Шостка | з 27/03/2016 щоденно | 22300 | 22016 | 11:11 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1852&by_id=1
1858|108  | Київ Кустанай | 31/03-28/04/2016 по четвергах | 22000 | 28700 | 2:47 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1858&by_id=1
1859|43  | Кустанай Київ | 28/03-25/04/2016 по понеділках | 28700 | 22000 | 68:32 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1859&by_id=1
1866|357  | Київ Рахів | з 27/03/2016 щоденно, крім 5-21/04, 16,17,18/05/2016 | 22000 | 23270 | 18:18 | "ГУЦУЛЬЩИНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1866&by_id=1
1886|823 | Київ Шепетівка | з 1/04/2016 по п'ятницях | 22000 | 22220 | 4:30 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1886&by_id=1
1887|813 | Зернове Фастів | з 28/03/2016 щоденно, крім п'ятниць, неділь та 5-29/04/2016 | 20810 | 22150 | 6:58 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1887&by_id=1
1888|882 | Славутич Фастів | з 27/03/2016 по неділях | 47242 | 22150 | 5:55 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1888&by_id=1
1889|831 | Київ Гречани | з 27/03/2016 по суботах та неділях, крім 9,10,16,17/04/2016 | 739 | 22229 | 7:50 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1889&by_id=1
1892|816 | Шостка Фастів | з 28/03/2016 по понеділках | 22016 | 22150 | 6:59 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1892&by_id=1
1894|827 | Київ Рахни | з 27/03/2016 щоденно | 22000 | 22258 | 5:17 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1894&by_id=1
1896|861 | Київ Жмеринка | з 27/03/2016 по п`ятницях, суботах, неділях | 22000 | 22270 | 4:18 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1896&by_id=1
1897|830 | Шостка Київ | з 28/03/2016 щоденно, крім п`ятниць, субот та неділь | 22016 | 3723 | 5:01 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1897&by_id=1
1898|819 | Київ Шепетівка | з 1/04/2016 по п'ятницях | 22000 | 22220 | 5:14 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1898&by_id=1
1900|862 | Жмеринка Київ | з 27/03/2016 по п`ятницях, суботах, неділях | 22270 | 22000 | 4:28 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1900&by_id=1
1904|841 | Київ Шепетівка | з 27/03/2016 по суботах та неділях | 22000 | 22220 | 5:06 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1904&by_id=1
1907|848 | Рівне Київ | з 27/03/2016 щоденно | 23400 | 22000 | 6:32 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1907&by_id=1
1912|842 | Шепетівка Київ | з 27/03/2016 по суботах та неділях | 22220 | 22000 | 5:16 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1912&by_id=1
1913|828 | Жмеринка Київ | з 27/03/2016 щоденно | 22270 | 22000 | 5:02 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1913&by_id=1
1916|830 | Шостка Київ | з 27/03/2016 по п`ятницях, суботах та неділях | 22016 | 3723 | 4:28 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1916&by_id=1
1917|830 | Фастів Шостка | з 27/03/2016 щоденно (крім 4-29/04/2016) | 22150 | 22016 | 5:53 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1917&by_id=1
1918|880 | Київ Славутич | з 27/03/2016 по неділях | 3723 | 47242 | 4:22 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1918&by_id=1
1919|813 | Зернове Київ | з 27/03/2016 по п'ятницях та неділях, крім 5-29/04/2016 | 20810 | 3723 | 5:15 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1919&by_id=1
1920|847 | Київ Рівне | з 27/03/2016 щоденно | 22000 | 23400 | 7:08 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1920&by_id=1
1922|846 | Київ Неданчичі | з 27/03/2016 щоденно | 3723 | 22068 | 4:22 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1922&by_id=1
1926|816 | Фастів Шостка | з 27/03/2016 по неділях (крім 10,17,24/04/2016) | 22150 | 22016 | 6:28 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1926&by_id=1
1928|814 | Фастів Зернове | з 27/03/2016 щоденно, крім 4-28/04/2016 | 22150 | 20810 | 6:40 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1928&by_id=1
1929|836 | Коростень Київ | 27/03/2016-29/05/2016 та з 4/09/2016 по неділях | 22110 | 22000 | 2:09 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1929&by_id=1
1930|831 | Київ Гречани | з 28/03/2016 щоденно, крім субот, неділь та 5-20/04/2016 | 22000 | 22229 | 7:50 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1930&by_id=1
1931|844 | Неданчичі Київ | з 27/03/2016 щоденно | 22068 | 3723 | 4:37 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1931&by_id=1
1933|860 | Шепетівка Київ | з 27/03/2016 щоденно | 22220 | 22000 | 5:35 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1933&by_id=1
1935|832 | Гречани Київ | з 27/03/2016 щоденно | 22229 | 22000 | 7:15 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1935&by_id=1
1948|142 | Львів Київ | 27/03-29/10/2016 щоденно | 23200 | 22000 | 12:34 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1948&by_id=1
1949|141 | Київ Львів | 27/03-29/10/2016 щоденно | 22000 | 23200 | 12:56 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1949&by_id=1
1954|744  | Львів Київ, Дарниця | з 27/03/2016 щоденно | 23200 | 22080 | 5:22 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1954&by_id=1
1956|736  | Запоріжжя Київ | 29/04/2016 | 22800 | 22000 | 7:12 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1956&by_id=1
1961|341 | Кишинеу Москва | з 27/03/2016 щоденно, крім 3-27/04/2016 | 23100 | 20007 | 31:46 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1961&by_id=1
1962|65 | Москва Кишинеу | з 28/03/2016 по парних, при двох непарних 28,30,2,4 | 20007 | 23100 | 27:16 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1962&by_id=1
1963|66 | Кишинеу Москва | з 27/03/2016 по непарних (крім 3-27/04/2016), при двох непарних 29,31,3,5 | 23100 | 20007 | 29:09 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1963&by_id=1
1966|341 | Москва Кишинеу | з 27/03/2016 щоденно | 20007 | 23100 | 31:56 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1966&by_id=1
1968|47 | Кишинеу Москва | з 27/03/2016 щоденно, крім 3-28/04/2016 | 23100 | 20007 | 29:22 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1968&by_id=1
1969|47 | Москва Кишинеу | з 27/03/2016 щоденно | 20007 | 23100 | 28:16 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1969&by_id=1
1972|111  | Харків Львів | 21/04-29/10/2016 щоденно | 22100 | 23200 | 19:22 | "СЛОБОЖАНЩИНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1972&by_id=1
1973|112  | Львів Харків | 4-7/04, 9/04-29/10/2016 щоденно | 23200 | 22100 | 19:43 | "СЛОБОЖАНЩИНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1973&by_id=1
1974|117 безпересадковий вагон  | Київ Бухарест | з 1/04/2016 по п"ятницях | 22000 | 2109 | 26:45 | "БУКОВИНА" | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1974&by_id=1
1975|380 безпересадковий вагон  | Бухарест Київ | з 27/03/2016 по неділях | 2109 | 22000 | 25:48 | "БУКОВИНА" | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=1975&by_id=1
1980|785  | Харків Київ | 27/03, 1,3/04/2016 | 22100 | 22000 | 8:09 | ІНТЕРСІТІ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1980&by_id=1
1981|786  | Київ Харків | 1,3,24,29/04/2016 | 22000 | 22100 | 7:29 | ІНТЕРСІТІ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1981&by_id=1
1992|816 | Конотоп Київ-Волинський | з 27/03/2016 по неділях | 22040 | 22298 | 4:13 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1992&by_id=1
1993|816 | Київ-Волинський Конотоп | з 28/03/2016 по понеділках, вівторках, середах та четвергах | 22298 | 22040 | 4:14 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1993&by_id=1
1994|816 | Фастів Конотоп | з 2/04/2016 по суботах | 22150 | 22040 | 5:00 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1994&by_id=1
1995|816 | Конотоп Фастів | з 29/03/2016 по вівторках, середах, четвергах та п'ятницях | 22040 | 22150 | 5:35 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1995&by_id=1
1996|816 | Київ-Волинський Шостка | з 1/04/2016 по п'ятницях (крім 8,15,22/04/2016) | 22298 | 22016 | 5:42 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1996&by_id=1
1997|816 | Шостка Київ-Волинський | з 2/04/2016 по суботах | 22016 | 22298 | 5:37 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=1997&by_id=1
2003|219 | Київ Івано-Франківськ | 29/04, 2,6,8/05/2016 | 22000 | 23000 | 13:00 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2003&by_id=1
2013|6  | Київ Москва | 4-28/04/2016 щоденно | 22000 | 20007 | 13:13 | "УКРАЇНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2013&by_id=1
2014|24  | Одеса Москва | 4-28/04/2016 щоденно | 23600 | 20007 | 23:36 | "ОДЕССА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2014&by_id=1
2015|23  | Москва Одеса | 4-22/04/2016 щоденно | 20007 | 23600 | 23:08 | "ОДЕССА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2015&by_id=1
2019|779  | Суми Київ | 5-29/04/2016 щоденно | 22450 | 22000 | 4:28 | "СТОЛИЧНИЙ ЕКСПРЕС" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2019&by_id=1
2020|66 | Кишинеу Москва | 3-27/04/2016 по непарних | 23100 | 20007 | 29:09 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2020&by_id=1
2021|47 | Кишинеу Москва | 3-28/04/2016 щоденно | 23100 | 20007 | 29:22 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2021&by_id=1
2022|55 | Хмельницький Москва | 4-28/04/2016 по парних | 22300 | 20007 | 19:49 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2022&by_id=1
2023|90 | Жмеринка Москва | 4-28/04/2016 по парних | 22270 | 20007 | 18:29 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2023&by_id=1
2024|78 | Ковель Москва | 4-28/04/2016 щоденно | 23020 | 20007 | 24:24 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2024&by_id=1
2025|74 | Львів Москва | 4,22,23,24,25,26,27,28/04/2016 | 23200 | 20007 | 24:17 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2025&by_id=1
2026|341 | Кишинеу Москва | 3-27/04/2016 щоденно | 23100 | 20007 | 31:46 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2026&by_id=1
2027|778  | Київ Шостка | 4-28/04/2016 щоденно | 22000 | 22016 | 4:17 | "ПОДІЛЬСЬКИЙ ЕКСПРЕС" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2027&by_id=1
2028|784  | Київ Шостка | 4-28/04/2016 щоденно | 22000 | 22016 | 4:19 | "ПОДІЛЬСЬКИЙ ЕКСПРЕС" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2028&by_id=1
2030|763  | Дарниця, Київ Одеса | 29,30,31/03/2016 | 22080 | 23600 | 7:29 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2030&by_id=1
2031|764  | Одеса Київ, Дарниця | 29,30,31/03/2016 | 23600 | 22080 | 7:50 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2031&by_id=1
2036|94 | Одеса Мінськ | 11/04/2016 | 23600 | 21000 | 23:37 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2036&by_id=1
2037|93 | Мінськ Одеса | 14/04/2016 | 21000 | 23600 | 23:46 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2037&by_id=1
2038|283 | Одеса Барановичі | 13/04/2016 | 23600 | 21010 | 26:01 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2038&by_id=1
2039|284 | Барановичі Одеса | 12/04/2016 | 21010 | 23600 | 26:34 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2039&by_id=1
2042|784  | Шостка Київ | 27/03-8/04/2016 щоденно | 22016 | 22000 | 4:23 | "ПОДІЛЬСЬКИЙ ЕКСПРЕС" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2042&by_id=1
2043|866 | Киев-Вол. Гребінка | з 28/03/2016 по суботах та неділях | 22298 | 22550 | 2:48 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2043&by_id=1
2051|81  | Київ Ужгород | 5-21/04/2016 щоденно | 22000 | 20095 | 14:58 | "ДЕСНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2051&by_id=1
2052|81  | Ужгород Київ | 5-21/04/2016 щоденно | 20095 | 22000 | 15:18 | "ДЕСНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2052&by_id=1
2053|81  | Київ Будапешт | 5-21/04/2016 щоденно | 22000 | 8030 | 23:15 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=2053&by_id=1
2054|771  | Київ Братислава | 5-21/04/2016 щоденно | 22000 | 2176 | 31:13 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=2054&by_id=1
2056|34  | Будапешт Київ | 5-21/04/2016 щоденно | 8030 | 22000 | 23:20 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=2056&by_id=1
2057|771  | Київ Прага | 5-21/04/2016 щоденно | 22000 | 2120 | 33:27 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=2057&by_id=1
2058|443  | Прага Київ | 5-21/04/2016 щоденно | 2120 | 22000 | 31:34 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=2058&by_id=1
2059|801  | Братислава Київ | 5-21/04/2016 щоденно | 2176 | 22000 | 30:54 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=2059&by_id=1
2060|74 | Львів Москва | 5-21/04/2016 щоденно | 23200 | 20007 | 24:12 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2060&by_id=1
2061|608  | Чернівці Москва | 4,22,23,24,25,26,27,28/04/2016 | 23500 | 20007 | 34:09 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=2061&by_id=1
2062|607  | Івано-Франківськ Москва | 4,22,23,24,25,26,27,28/04/2016 | 23000 | 20007 | 31:14 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=2062&by_id=1
2063|608  | Чернівці Москва | 5-21/04/2016 щоденно | 23500 | 20007 | 34:09 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=2063&by_id=1
2064|607  | Івано-Франківськ Москва | 5-21/04/2016 щоденно | 23000 | 20007 | 31:14 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=2064&by_id=1
2065|73 | Москва Львів | 4-20/04/2016 щоденно | 20007 | 23200 | 21:34 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2065&by_id=1
2066|73  | Москва Івано-Франківськ | 4-20/04/2016 щоденно | 20007 | 23000 | 26:50 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=2066&by_id=1
2067|73  | Москва Чернівці | 4-20/04/2016 щоденно | 20007 | 23500 | 31:07 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=2067&by_id=1
2068|50  | Трускавець Київ | 5-21/04/2016 щоденно | 23240 | 22000 | 11:35 | "КОБЗАР" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2068&by_id=1
2069|49  | Київ Трускавець | 5-21/04/2016 щоденно | 22000 | 23240 | 11:44 | "КОБЗАР" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2069&by_id=1
2070|357  | Київ Рахів | 5-21/04/2016 щоденно | 22000 | 23270 | 17:21 | "ГУЦУЛЬЩИНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2070&by_id=1
2071|358  | Рахів Київ | 5-21/04/2016 щоденно | 23270 | 22000 | 17:00 | "ГУЦУЛЬЩИНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2071&by_id=1
2072|143 | Івано-Франківськ Київ | цілий рік щоденно, крім 5-21/04/2016 | 23000 | 22000 | 12:50 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2072&by_id=1
2073|143 | Київ Івано-Франківськ | цілий рік щоденно, крім 5-20/04/2016 | 22000 | 23000 | 12:25 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2073&by_id=1
2074|111  | Харків Львів | 4,5/04/2016 | 22100 | 23200 | 17:43 | "СЛОБОЖАНЩИНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2074&by_id=1
2075|112  | Львів Харків | 8/04/2016 | 23200 | 22100 | 17:30 | "СЛОБОЖАНЩИНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2075&by_id=1
2090|76  | Київ Кривий Ріг | 4-22/04/2016 щоденно | 22000 | 22900 | 8:05 | "КРИВОРІЖЖЯ" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2090&by_id=1
2091|76  | Кривий Ріг Київ | 4-22/04/2016 щоденно | 22900 | 22000 | 7:07 | "КРИВОРІЖЖЯ" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2091&by_id=1
2093|76  | Київ Кривий Ріг, Запоріжжя | 4-22/04/2016 щоденно | 22000 | 22800 | 17:51 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=2093&by_id=1
2094|120  | Запоріжжя, Кривий Ріг Київ | 4-22/04/2016 щоденно | 22800 | 22000 | 16:57 |   | true | http://www.uz.gov.ua/passengers/timetable/?ntrain=2094&by_id=1
2098|748  | Тернопіль Київ, Дарниця | 8/04/2016 | 23300 | 22080 | 6:15 | ІНТЕРСІТІ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2098&by_id=1
2099|748  | Тернопіль Київ, Дарниця | 7/04/2016, 9-20/04/2016 щоденно | 23300 | 22080 | 6:15 | ІНТЕРСІТІ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2099&by_id=1
2100|118  | Чернівці Київ | 5-20/04/2016 щоденно | 23500 | 22000 | 12:08 | "БУКОВИНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2100&by_id=1
2102|117  | Київ Чернівці | 5-20/04/2016 щоденно | 22000 | 23500 | 11:05 | "БУКОВИНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2102&by_id=1
2109|111  | Харків Львів | 6-20/04/2016 щоденно | 22100 | 23200 | 19:44 | "СЛОБОЖАНЩИНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2109&by_id=1
2110|747  | Дарниця, Київ Тернопіль | 7-20/04/2016 щоденно | 22080 | 23300 | 6:31 | ІНТЕРСІТІ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2110&by_id=1
2111|140 | Кам'янець-Подільський Київ | з 15/12/2015 по непарних (крім 5-19/04/2016), при двох непарних 31,3,5 | 22260 | 22000 | 8:33 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2111&by_id=1
2112|770  | Кам'янець-Подільський Київ | 6-21/04/2016 щоденно | 22260 | 22000 | 7:43 | "ПОДІЛЬСЬКИЙ ЕКСПРЕС" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2112&by_id=1
2113|758  | Могилів-Подільський Київ | 7-21/04/2016 по понеділках, четвергах, суботах | 22280 | 22000 | 6:24 | "ПОДІЛЬСЬКИЙ ЕКСПРЕС" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2113&by_id=1
2114|771  | Київ Хмельницький | 5-20/04/2016 щоденно | 22000 | 22300 | 5:12 | "ПОДІЛЬСЬКИЙ ЕКСПРЕС" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2114&by_id=1
2115|831 | Київ Гречани | 9,10,16,17/04/2016 | 739 | 22229 | 9:07 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2115&by_id=1
2116|831 | Київ Гречани | 5-20/04/2016 щоденно, крім субот та неділь | 22000 | 22229 | 9:07 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2116&by_id=1
2130|23  | Москва Одеса | 23-28/04/2016 щоденно | 20007 | 23600 | 23:08 | "ОДЕССА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2130&by_id=1
2131|764  | Одеса Київ, Дарниця | 23-28/04/2016 щоденно | 23600 | 22080 | 7:36 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2131&by_id=1
2135|106  | Одеса Київ | з 1/04/2016 щоденно | 23600 | 22000 | 9:20 | "ЧОРНОМОРЕЦЬ" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2135&by_id=1
2136|105  | Київ Одеса | з 2/04/2016 щоденно | 22000 | 23600 | 9:15 | "ЧОРНОМОРЕЦЬ" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2136&by_id=1
2137|764  | Одеса Київ, Дарниця | 4-8,11-15,18-20/04/2016 щоденно | 23600 | 22080 | 7:30 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2137&by_id=1
2138|763  | Дарниця, Київ Одеса | 4-8,11-15,18-20/04/2016 щоденно | 22080 | 23600 | 7:26 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2138&by_id=1
2140|93 | Мінськ Одеса | 18/04/2016 | 21000 | 23600 | 22:32 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2140&by_id=1
2141|284 | Барановичі Одеса | 20/04/2016 | 21010 | 23600 | 25:05 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2141&by_id=1
2142|94 | Одеса Мінськ | 19/04/2016 | 23600 | 21000 | 22:09 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2142&by_id=1
2143|283 | Одеса Барановичі | 17/04/2016 | 23600 | 21010 | 25:07 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2143&by_id=1
2146|785  | Харків Київ | 8/04/2016 | 22100 | 22000 | 8:14 | ІНТЕРСІТІ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2146&by_id=1
2147|786  | Київ Харків | 8,10,15,17,22/04/2016 | 22000 | 22100 | 7:52 | ІНТЕРСІТІ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2147&by_id=1
